pid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,total_amount
242369,1610040715,1610041247,1,1.7,East Harlem South,Yorkville East,Credit Card,8.0,2.46,14.76
613128,1610800450,1610802283,1,21.4,JFK Airport,Financial District South,Dispute,52.0,0.0,61.42
452505,1610478639,1610479434,1,2.08,Kips Bay,West Village,Credit Card,10.5,2.96,17.76
194556,1609949125,1609952184,6,13.08,East Chelsea,Briarwood/Jamaica Hills,Cash,42.5,0.0,46.8
283814,1610120765,1610122011,1,7.19,Morningside Heights,Inwood,Cash,19.5,0.0,20.3
977958,1611575482,1611576521,2,2.72,Midtown Center,Yorkville East,Credit Card,13.0,3.26,19.56
391363,1610374944,1610376280,1,4.39,Union Sq,Upper West Side North,Credit Card,18.0,2.13,23.43
1241861,1612047773,1612048135,1,1.2,Kips Bay,Stuy Town/Peter Cooper Village,Credit Card,6.5,2.55,12.85
1084991,1611764239,1611764678,1,2.12,Kips Bay,Lenox Hill East,Credit Card,8.0,2.46,14.76
1238303,1612037291,1612038026,1,2.0,Upper West Side South,Manhattan Valley,Credit Card,10.0,1.5,15.3
632716,1610826837,1610827381,1,2.0,Lenox Hill East,Clinton East,Credit Card,9.0,1.85,14.15
858005,1611312035,1611312065,2,0.0,LaGuardia Airport,LaGuardia Airport,Credit Card,2.5,0.8,4.1
1151703,1611868732,1611868951,1,0.9,Upper East Side South,Upper East Side South,Credit Card,5.0,1.75,10.55
114986,1609784251,1609784808,0,3.4,Meatpacking/West Village West,Lincoln Square West,Credit Card,12.0,2.0,18.3
688608,1610983639,1610984191,1,1.67,Midtown North,Midtown South,Credit Card,8.5,2.36,14.16
4740,1609486807,1609486913,1,0.66,Sutton Place/Turtle Bay North,Lenox Hill East,Credit Card,4.0,1.46,8.76
413597,1610435053,1610435703,1,2.39,Flatiron,Battery Park City,Credit Card,10.5,2.76,16.56
898836,1611385983,1611387060,3,9.57,Upper East Side North,LaGuardia Airport,Credit Card,27.5,5.0,41.92
127188,1609837221,1609837422,1,1.13,Upper East Side North,East Harlem North,Cash,5.0,0.0,8.3
1007581,1611609451,1611610667,1,4.5,West Village,Williamsburg (North Side),Credit Card,17.5,4.25,25.55
656612,1610901985,1610902231,3,0.52,Greenwich Village North,West Village,Credit Card,4.5,1.56,9.36
342748,1610269950,1610270406,1,2.0,Midtown East,Lincoln Square East,Credit Card,8.5,3.5,15.3
344043,1610273586,1610273964,2,1.17,Midtown East,Garment District,Credit Card,6.5,2.0,11.8
1133998,1611853095,1611853672,1,2.04,Garment District,Lincoln Square East,Credit Card,9.0,3.99,17.29
1161915,1611914032,1611914498,2,1.74,Central Harlem North,Central Harlem,Credit Card,8.0,1.0,9.8
874162,1611329429,1611329804,1,1.0,Lenox Hill East,Upper East Side North,Credit Card,6.0,1.86,11.16
13284,1609515031,1609515755,1,2.43,Yorkville East,Lincoln Square East,Cash,11.0,0.0,14.3
729178,1611066677,1611067422,1,2.45,Upper East Side South,Upper West Side South,Credit Card,11.0,2.86,17.16
180541,1609937023,1609937308,1,0.84,Upper East Side South,Upper East Side South,Credit Card,5.5,1.0,9.8
772069,1611153687,1611154228,1,1.2,Upper East Side North,Upper East Side South,Cash,8.0,0.0,11.3
191249,1609946299,1609947071,2,1.75,Central Park,Sutton Place/Turtle Bay North,Credit Card,10.0,1.5,14.8
1178317,1611929789,1611930674,1,2.74,Upper West Side North,Midtown Center,Credit Card,12.5,3.16,18.96
411978,1610432907,1610435003,1,7.7,East Chelsea,Stuyvesant Heights,Credit Card,28.0,0.0,31.3
842231,1611261896,1611262219,1,0.86,Murray Hill,Murray Hill,Credit Card,5.5,1.86,11.16
208901,1609972595,1609973418,1,2.85,Greenwich Village South,Williamsburg (South Side),Credit Card,13.0,4.2,21.0
978741,1611573394,1611573578,5,0.42,Sutton Place/Turtle Bay North,Midtown North,Cash,4.0,0.0,7.3
620941,1610812457,1610812624,2,0.4,Upper East Side South,Upper East Side North,Credit Card,4.0,1.8,9.1
563278,1610707825,1610708182,1,1.23,Lincoln Square East,Times Sq/Theatre District,Credit Card,6.0,2.32,11.62
200782,1609959287,1609959881,1,1.9,Lenox Hill West,Central Park,Credit Card,9.0,3.3,16.6
1098737,1611778100,1611778412,1,0.9,Union Sq,Garment District,Cash,5.5,0.0,9.3
1263226,1612113576,1612113911,1,1.1,East Harlem South,East Harlem North,Credit Card,6.0,2.0,8.8
122469,1609828632,1609828766,1,0.43,Lenox Hill East,Lenox Hill East,Cash,3.5,0.0,6.8
322705,1610206688,1610207268,1,1.44,West Chelsea/Hudson Yards,West Village,Credit Card,8.0,2.0,13.3
1178618,1611928857,1611930457,1,6.12,Times Sq/Theatre District,Financial District South,Credit Card,23.0,5.26,31.56
174489,1609928816,1609929479,1,1.9,Yorkville East,Upper West Side North,Credit Card,9.5,3.8,16.6
302060,1610149655,1610150787,1,10.4,East Elmhurst,Greenwich Village North,Credit Card,30.5,8.55,42.85
1173483,1611924898,1611926158,1,1.94,Upper West Side South,Upper East Side South,Cash,14.0,0.0,17.3
712676,1611048905,1611049925,1,3.23,Lenox Hill West,Union Sq,Cash,14.0,0.0,17.3
565079,1610711307,1610712403,1,3.2,Upper East Side South,Greenwich Village North,Credit Card,14.5,2.25,20.05
244558,1610040825,1610041226,1,1.68,Yorkville East,East Harlem North,Cash,7.0,0.0,11.3
13604,1609515048,1609515396,1,1.6,Meatpacking/West Village West,Battery Park City,Credit Card,7.5,2.15,12.95
1144476,1611859675,1611860075,1,1.6,Lincoln Square East,Manhattan Valley,Credit Card,7.0,2.25,13.55
1067664,1611746645,1611747321,1,1.79,Lenox Hill West,Upper East Side North,Credit Card,9.0,2.21,14.51
