pid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,total_amount
864623,1611320941,1611321243,1,0.8,UN/Turtle Bay South,Midtown Center,Credit Card,5.5,0.75,9.55
288720,1610126165,1610126725,1,1.3,Midtown East,Midtown South,Credit Card,7.5,0.0,11.8
750276,1611097636,1611098036,1,2.0,Lincoln Square East,UN/Turtle Bay South,Credit Card,8.0,2.35,14.15
262105,1610096410,1610096682,1,0.8,Murray Hill,Midtown Center,Cash,5.0,0.0,8.3
274717,1610110919,1610111940,1,1.7,Lincoln Square East,Lenox Hill West,Credit Card,12.0,2.7,18.0
624464,1610813786,1610814545,1,4.61,LaGuardia Airport,Queensboro Hill,Cash,15.0,0.0,15.8
185960,1609942515,1609942642,1,0.31,Midtown East,Midtown East,Credit Card,3.5,2.0,8.8
715444,1611051861,1611051986,1,0.5,Midtown Center,Midtown South,Credit Card,4.0,1.45,8.75
812871,1611230967,1611233830,2,17.76,JFK Airport,Clinton East,Credit Card,52.0,0.0,61.42
938671,1611476505,1611476511,1,0.0,Upper West Side South,Upper West Side South,Cash,2.5,0.0,5.8
600205,1610748271,1610748620,1,0.88,Manhattanville,Central Harlem,Credit Card,5.5,1.36,8.16
631915,1610827215,1610828444,6,4.53,Clinton East,Lower East Side,Credit Card,16.5,3.96,23.76
1025447,1611664153,1611664806,2,1.5,East Chelsea,Kips Bay,Credit Card,9.0,0.0,12.3
936273,1611447038,1611448618,1,16.3,JFK Airport,East Williamsburg,Credit Card,45.0,9.25,55.55
704092,1611037938,1611038211,1,0.87,Yorkville East,Upper East Side North,Cash,5.5,0.0,8.8
1119365,1611838420,1611839469,1,3.19,Upper East Side South,East Village,Cash,13.5,0.0,16.8
1231861,1612028559,1612029023,1,1.59,Yorkville West,Central Park,Credit Card,7.5,2.16,12.96
373787,1610354577,1610355129,1,1.41,Lincoln Square East,Midtown Center,Credit Card,8.0,1.2,12.5
759472,1611134589,1611135068,1,1.55,Yorkville West,NV,Credit Card,7.5,2.16,12.96
957872,1611510122,1611510412,3,1.23,Kips Bay,Sutton Place/Turtle Bay North,Credit Card,5.5,2.64,11.44
1242306,1612053775,1612054291,1,2.5,Times Sq/Theatre District,Gramercy,Credit Card,9.5,1.0,14.3
1117090,1611835089,1611835553,1,1.1,East Chelsea,Midtown Center,Credit Card,7.0,1.03,11.33
757581,1611136573,1611137038,2,1.08,Penn Station/Madison Sq West,Murray Hill,Credit Card,6.5,4.0,13.8
503710,1610574886,1610575207,1,1.57,Murray Hill,Flatiron,Credit Card,6.5,2.06,12.36
1239379,1612041628,1612041844,1,1.14,SoHo,Flatiron,Credit Card,5.5,0.55,9.85
885483,1611341184,1611341776,1,1.5,Battery Park City,SoHo,Credit Card,8.5,3.2,16.0
901295,1611393857,1611394634,1,2.68,East Village,Penn Station/Madison Sq West,Credit Card,11.5,1.0,15.8
1050874,1611694576,1611695081,1,1.49,Greenwich Village North,Little Italy/NoLiTa,Credit Card,7.5,2.26,13.56
166867,1609919952,1609920604,1,5.46,JFK Airport,Springfield Gardens South,Cash,16.0,0.0,16.8
548513,1610654618,1610654720,1,0.7,Central Park,Lincoln Square East,Credit Card,4.0,1.56,9.36
298189,1610136085,1610136797,1,3.3,Penn Station/Madison Sq West,Upper West Side South,Cash,12.5,0.0,16.3
441805,1610467385,1610468013,1,2.19,Little Italy/NoLiTa,Midtown South,Credit Card,9.5,1.38,15.18
597966,1610742766,1610743379,1,1.6,Midtown South,East Village,Credit Card,9.0,2.55,15.35
44755,1609609418,1609609796,1,1.2,Greenwich Village North,East Chelsea,Credit Card,6.5,2.9,12.7
1035376,1611676230,1611677063,2,2.19,Yorkville West,Upper West Side North,Credit Card,11.0,2.86,17.16
161978,1609883289,1609884149,2,3.0,Sutton Place/Turtle Bay North,East Chelsea,Credit Card,13.0,2.52,19.32
282936,1610119698,1610119915,1,1.24,Upper East Side North,East Harlem South,Credit Card,5.5,1.76,10.56
749198,1611094012,1611094588,1,1.89,Penn Station/Madison Sq West,Kips Bay,Credit Card,9.0,1.5,14.3
212288,1610003936,1610004956,1,7.58,JFK Airport,Kew Gardens Hills,Credit Card,22.5,4.66,27.96
673765,1610965334,1610965651,1,1.31,Midtown Center,Garment District,Credit Card,6.0,2.79,12.09
1253472,1612101144,1612101441,1,1.0,East Chelsea,Midtown South,Cash,5.5,0.0,8.8
717757,1611056808,1611057758,1,2.1,Upper West Side South,Yorkville East,Credit Card,12.0,4.55,19.85
498297,1610567154,1610568424,0,4.9,Central Park,Hamilton Heights,Credit Card,18.0,4.45,26.75
121762,1609825077,1609825948,1,6.75,JFK Airport,NA,Cash,22.5,0.0,23.8
275887,1610111549,1610111927,1,0.6,Upper East Side South,Upper East Side North,Credit Card,6.0,1.0,10.3
566158,1610708520,1610708683,1,0.56,Murray Hill,Murray Hill,Credit Card,4.5,1.0,8.8
358223,1610295648,1610295972,1,1.15,Van Cortlandt Village,Van Cortlandt Village,Cash,6.0,0.0,6.8
121232,1609809281,1609810211,1,10.71,JFK Airport,Hillcrest/Pomonok,Credit Card,29.5,6.16,36.96
823048,1611239947,1611239962,1,0.01,Central Park,Central Park,Cash,52.0,0.0,55.3
452479,1610478945,1610479125,5,1.22,Midtown East,Lenox Hill West,Credit Card,5.5,1.96,11.76
502084,1610572832,1610573043,1,0.8,West Village,TriBeCa/Civic Center,Credit Card,5.0,1.75,10.55
20083,1609527737,1609528804,1,7.91,LaGuardia Airport,East Concourse/Concourse Village,Credit Card,24.0,6.18,37.1
1207811,1611993912,1611994540,1,2.3,Clinton East,Upper East Side South,Credit Card,9.5,2.55,15.35
138610,1609854147,1609855769,1,3.9,Midtown East,East Harlem South,Credit Card,19.0,5.55,27.85
229737,1610024711,1610025001,3,0.57,Sutton Place/Turtle Bay North,Upper East Side South,Credit Card,5.0,1.66,9.96
897261,1611364537,1611364889,1,1.81,Lenox Hill East,East Harlem South,Cash,7.0,0.0,10.8
630761,1610820617,1610820800,1,0.5,Lenox Hill East,Sutton Place/Turtle Bay North,Credit Card,4.0,1.82,9.12
35459,1609597441,1609598328,1,3.5,Upper West Side North,Midtown East,Credit Card,13.5,5.0,21.8
602600,1610759741,1610760193,1,1.5,East Chelsea,Greenwich Village South,Cash,7.0,0.0,10.8
580542,1610724854,1610725083,2,0.9,Upper West Side North,Bloomingdale,Credit Card,5.0,1.65,9.95
796851,1611203138,1611203852,1,2.11,Kips Bay,West Chelsea/Hudson Yards,Cash,10.5,0.0,14.3
988569,1611586466,1611586979,4,1.33,Upper East Side North,Lenox Hill East,Credit Card,7.5,1.0,11.8
257764,1610090339,1610090485,1,0.5,Penn Station/Madison Sq West,Flatiron,Credit Card,4.0,1.46,8.76
588696,1610731917,1610732714,5,2.93,Midtown Center,Little Italy/NoLiTa,Credit Card,12.0,2.93,19.23
1207793,1611994872,1611995090,1,0.75,Sutton Place/Turtle Bay North,Midtown East,Credit Card,5.0,2.49,10.79
88366,1609753537,1609753848,1,1.9,Seaport,Downtown Brooklyn/MetroTech,Credit Card,7.5,3.24,14.04
52377,1609623240,1609624066,1,2.3,Murray Hill,UN/Turtle Bay South,Credit Card,11.5,1.53,16.83
1012854,1611649411,1611649612,1,0.6,Murray Hill,Midtown East,Credit Card,4.5,1.55,9.35
1233490,1612030982,1612031402,1,1.2,Gramercy,UN/Turtle Bay South,Credit Card,7.0,1.03,11.33
205521,1609960316,1609960771,1,2.03,Kips Bay,Lenox Hill West,Credit Card,8.0,2.46,14.76
575748,1610719902,1610720425,1,1.3,Upper West Side North,Morningside Heights,Credit Card,7.5,4.0,12.3
456717,1610492479,1610492992,1,3.05,Gramercy,Upper East Side North,Credit Card,10.0,2.76,16.56
1184448,1611933814,1611934487,1,1.41,East Harlem South,Yorkville East,Credit Card,8.5,2.36,14.16
664933,1610914749,1610915617,1,5.0,Kips Bay,East Harlem North,Credit Card,16.0,5.9,25.7
1174269,1611923291,1611924263,1,2.94,Yorkville West,Central Harlem North,Cash,13.0,0.0,16.3
891387,1611346964,1611347493,1,1.54,Upper West Side South,Manhattan Valley,Cash,6.0,0.0,9.8
817331,1611236036,1611236252,6,0.48,Penn Station/Madison Sq West,Clinton East,Cash,4.5,0.0,7.8
788729,1611166975,1611167482,2,1.26,Upper East Side South,Yorkville East,Credit Card,7.5,2.36,14.16
92997,1609759128,1609760306,1,3.1,Times Sq/Theatre District,Manhattan Valley,Cash,15.0,0.0,18.3
738542,1611079265,1611079856,1,1.69,Upper East Side South,Midtown Center,Credit Card,9.0,2.66,15.96
345207,1610279636,1610280608,1,4.41,Greenwich Village North,Upper East Side North,Credit Card,15.0,3.66,21.96
274157,1610113134,1610113451,1,0.95,Lincoln Square West,Upper West Side South,Credit Card,6.0,1.86,11.16
10358,1609509454,1609510372,1,3.2,Gramercy,Lincoln Square East,Credit Card,13.0,1.5,17.8
919806,1611417768,1611418023,1,0.57,Lenox Hill East,Yorkville West,Credit Card,5.0,1.24,9.54
980093,1611573160,1611573844,2,1.74,Yorkville West,Upper West Side South,Cash,9.5,0.0,12.8
798243,1611214377,1611215291,3,4.05,Upper East Side North,Union Sq,Credit Card,14.5,3.56,21.36
1113435,1611831294,1611831839,3,1.4,TriBeCa/Civic Center,Greenwich Village South,Credit Card,7.5,2.16,12.96
