tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,total_amount
1611948723,1611949345,1,3.2,West Chelsea/Hudson Yards,Upper West Side North,Credit Card,11.0,3.05,18.35
1611584690,1611586504,2,7.6,Midtown North,TriBeCa/Civic Center,Cash,28.0,0.0,31.3
1611943465,1611944188,1,1.64,Lenox Hill West,Yorkville West,Credit Card,9.0,2.66,15.96
1611060950,1611061516,1,2.03,Midtown East,Upper West Side South,Credit Card,9.0,2.46,14.76
1610604302,1610604777,1,1.3,Murray Hill,Penn Station/Madison Sq West,Credit Card,7.5,2.16,12.96
1610459667,1610460477,1,2.09,World Trade Center,Lower East Side,Credit Card,11.0,2.86,17.16
1611945225,1611946381,1,3.6,Garment District,Yorkville West,Credit Card,15.5,2.0,21.8
1611854370,1611854578,1,0.5,East Village,Greenwich Village South,Cash,4.5,0.0,8.8
1609932524,1609933325,1,2.7,Yorkville West,Bloomingdale,Credit Card,11.5,0.0,14.8
1612115562,1612115871,1,1.27,Midtown Center,Upper East Side South,Cash,6.0,0.0,9.3
1611050552,1611051041,1,1.7,Upper East Side North,Midtown East,Credit Card,8.0,2.25,13.55
1609756301,1609756811,1,1.32,Upper West Side North,Upper East Side North,Cash,7.5,0.0,10.8
1611571641,1611571783,1,0.23,Kips Bay,Kips Bay,Dispute,-3.5,0.0,-6.8
1611989296,1611989735,1,2.2,Lincoln Square East,Upper East Side North,Cash,9.0,0.0,12.3
1609644360,1609645620,1,11.59,East Harlem North,Downtown Brooklyn/MetroTech,Cash,32.0,0.0,35.8
1611159556,1611160252,2,2.51,Little Italy/NoLiTa,Battery Park City,Credit Card,10.5,2.96,17.76
1611570992,1611571294,1,0.7,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,Credit Card,5.5,1.75,10.55
1610524389,1610524816,1,1.28,Central Harlem,East Harlem North,Cash,6.5,0.0,7.3
1610182027,1610182248,1,1.37,Sutton Place/Turtle Bay North,Lenox Hill West,Credit Card,5.5,1.76,10.56
1609750905,1609751187,1,0.97,Lenox Hill West,Yorkville West,Credit Card,5.5,2.2,11.0
1610124169,1610125710,1,6.3,Lenox Hill West,Washington Heights South,Credit Card,22.0,5.26,31.56
1609926355,1609927228,1,3.27,Bloomingdale,Upper East Side South,Credit Card,13.0,3.26,19.56
1610744191,1610744640,1,1.33,Midtown South,Clinton East,Credit Card,7.0,2.16,12.96
1611093739,1611093795,1,0.0,NV,NV,Credit Card,30.0,0.0,30.3
1611578745,1611579667,1,0.0,Kew Gardens,East New York,Credit Card,22.2,0.0,23.0
1611937184,1611937576,2,1.09,Upper East Side North,Upper East Side South,Cash,6.5,0.0,10.8
1610635986,1610636540,1,3.02,East Village,Financial District North,Credit Card,11.0,4.29,18.59
1611409366,1611409586,1,1.06,Upper East Side North,Upper East Side South,Credit Card,5.5,1.76,10.56
1611058111,1611058484,1,0.68,UN/Turtle Bay South,Murray Hill,Cash,6.0,0.0,9.3
1611446074,1611446147,3,0.62,East Harlem North,East Harlem South,Credit Card,4.0,0.0,5.3
1611500170,1611501618,1,11.2,JFK Airport,Rockaway Park,Credit Card,32.0,7.0,42.09
1611344152,1611345238,1,4.34,Upper West Side South,West Village,Credit Card,16.0,5.08,25.38
1612012804,1612014307,1,3.26,Greenwich Village North,Gramercy,Cash,17.0,0.0,20.3
1611252924,1611253264,1,0.82,Upper East Side North,Upper East Side South,Credit Card,5.5,1.96,11.76
1610807462,1610807657,2,0.97,Murray Hill,Midtown Center,Credit Card,5.0,1.66,9.96
1609516370,1609517023,2,1.95,Midtown North,Garment District,Credit Card,9.5,2.56,15.36
1609948934,1609949794,1,2.84,East Chelsea,Upper East Side South,Cash,12.0,0.0,16.3
1610200602,1610202115,2,8.1,Lower East Side,Central Harlem,Credit Card,27.5,5.0,35.8
1611561794,1611562854,1,3.17,Lenox Hill West,Gramercy,Cash,15.0,0.0,18.3
1610182064,1610182260,1,0.87,Greenwich Village South,Union Sq,Credit Card,5.0,1.0,9.3
1610625237,1610626003,1,0.9,UN/Turtle Bay South,Midtown East,Credit Card,9.0,3.65,15.95
1610102448,1610102808,1,0.94,West Village,Union Sq,Credit Card,6.0,1.86,11.16
1609544211,1609544882,1,6.63,LaGuardia Airport,Central Harlem North,Credit Card,19.0,7.93,34.35
1610519534,1610519862,0,1.6,Garment District,Midtown North,Cash,7.0,0.0,10.3
1610879037,1610879331,1,0.96,Lincoln Square East,Upper East Side South,Credit Card,5.5,1.08,9.88
1609758067,1609758837,1,2.19,Upper West Side South,Lenox Hill West,Credit Card,10.5,2.35,16.15
1609586580,1609587269,4,5.21,LaGuardia Airport,Forest Hills,Credit Card,16.5,3.46,20.76
1610395671,1610396561,1,3.78,Yorkville West,Manhattanville,Credit Card,14.0,3.56,21.36
1610178237,1610178685,1,1.5,Penn Station/Madison Sq West,Greenwich Village North,Credit Card,7.5,2.15,12.95
1610382737,1610383184,1,0.9,Midtown Center,Upper East Side South,Cash,6.5,0.0,10.8
1609622940,1609623430,2,2.12,West Village,West Chelsea/Hudson Yards,Credit Card,8.5,2.46,14.76
1610353071,1610353316,1,0.56,Upper West Side South,Upper West Side North,Cash,4.5,0.0,7.8
1609624211,1609624396,1,0.73,Kips Bay,UN/Turtle Bay South,Credit Card,4.5,2.0,10.3
1610032474,1610033307,1,2.48,Gramercy,Midtown Center,Cash,11.0,0.0,14.3
1610708218,1610708740,1,2.03,Upper East Side South,Murray Hill,Credit Card,9.0,0.0,12.3
1612031512,1612032070,1,1.26,Flatiron,Gramercy,Credit Card,8.0,1.0,12.3
1611585726,1611585986,1,0.8,Union Sq,Flatiron,Credit Card,5.0,1.65,9.95
1611905476,1611906513,1,2.7,Garment District,Lenox Hill East,Credit Card,13.5,4.2,21.0
1611304955,1611305414,0,1.0,Yorkville East,Lenox Hill East,Credit Card,6.5,1.0,10.8
1610624881,1610626552,1,4.3,Little Italy/NoLiTa,Upper East Side South,Credit Card,19.5,7.0,29.8
1611774176,1611775631,1,12.25,JFK Airport,Oakland Gardens,Cash,35.5,0.0,37.3
1609620258,1609621330,1,6.2,Midtown East,East Williamsburg,Credit Card,20.0,5.95,35.87
1610821883,1610823078,1,3.0,Kips Bay,Kips Bay,No charge,14.5,0.0,17.8
1610308848,1610309447,1,2.1,Little Italy/NoLiTa,Murray Hill,Cash,9.5,0.0,13.3
1610019869,1610020373,2,1.5,Lincoln Square West,Upper East Side North,Credit Card,8.0,2.0,13.3
1611762443,1611762880,2,1.4,Upper West Side North,Lincoln Square East,Credit Card,7.0,2.05,12.35
1609921463,1609922218,2,2.2,Sutton Place/Turtle Bay North,Upper East Side North,Credit Card,10.0,2.66,15.96
1609846616,1609846867,1,0.53,Lincoln Square East,Lincoln Square East,Cash,4.5,0.0,7.8
1609936226,1609936921,1,1.78,Upper East Side North,Upper West Side North,Credit Card,9.5,1.92,14.72
1610033612,1610034539,1,2.58,Upper East Side North,Garment District,Credit Card,12.5,2.37,18.17
1610204302,1610204876,1,2.0,Sutton Place/Turtle Bay North,Midtown South,Credit Card,8.5,2.35,14.15
1611062824,1611063343,1,0.75,Kips Bay,Penn Station/Madison Sq West,Credit Card,7.0,2.06,12.36
1610367763,1610368233,2,1.44,Lenox Hill East,Upper East Side North,Cash,7.0,0.0,10.3
1611047905,1611048349,1,1.78,Central Park,Upper East Side South,Credit Card,7.5,2.16,12.96
1611814513,1611814893,1,1.52,Penn Station/Madison Sq West,Midtown Center,Credit Card,7.0,2.58,12.88
1609858970,1609860508,1,3.3,Penn Station/Madison Sq West,Chinatown,Credit Card,17.5,4.15,24.95
1611315547,1611316281,1,2.89,Gramercy,Lenox Hill West,Credit Card,12.0,2.0,17.3
1611591970,1611592337,1,1.26,Yorkville West,East Harlem South,Credit Card,6.5,0.0,10.8
1610141051,1610141729,1,4.79,East Harlem South,Alphabet City,Credit Card,15.0,3.76,22.56
1611317180,1611318724,6,7.8,Upper West Side South,Financial District North,Credit Card,26.5,5.96,35.76
1611085851,1611086738,1,4.73,Midtown North,East Village,Credit Card,13.0,1.0,18.3
1611409484,1611411071,2,7.6,Lenox Hill West,Washington Heights North,Cash,25.5,0.0,28.8
1610642928,1610643237,2,1.01,Central Park,Manhattan Valley,Credit Card,5.5,1.96,11.76
1611565202,1611565933,2,2.58,Garment District,West Chelsea/Hudson Yards,Credit Card,11.0,2.86,17.16
1610733228,1610733598,1,1.25,Murray Hill,Gramercy,Credit Card,6.5,2.16,12.96
1611346929,1611347213,1,1.3,Lenox Hill West,Upper East Side North,Credit Card,6.0,1.96,11.76
1610847568,1610847984,1,2.24,Yorkville West,East Harlem North,Credit Card,8.5,3.08,15.38
1611063662,1611064723,1,1.7,Lenox Hill East,Upper East Side North,Cash,12.0,0.0,15.3
1611840417,1611840667,1,0.5,Upper East Side North,Upper East Side North,Credit Card,4.5,1.55,9.35
1610724141,1610728323,1,0.0,Lenox Hill West,Lenox Hill West,Cash,2.5,0.0,6.8
1611646640,1611646808,1,0.5,Gramercy,NV,Credit Card,4.0,1.45,8.75
1611420174,1611420498,1,1.33,Central Park,Lincoln Square East,Credit Card,6.5,2.45,12.25
1609601369,1609602123,1,1.71,Gramercy,Midtown South,Credit Card,10.0,2.66,15.96
1611241204,1611241703,1,0.9,Yorkville East,Lenox Hill East,Credit Card,7.0,3.05,13.35
1609856465,1609857360,1,2.08,Park Slope,Crown Heights North,Credit Card,11.5,3.69,15.99
1611165668,1611166430,2,2.84,Union Sq,Long Island City/Hunters Point,Credit Card,11.5,4.38,26.3
1612011758,1612012000,6,0.7,Upper East Side North,Yorkville East,Credit Card,4.5,1.55,9.35
1610651180,1610651547,2,0.9,Kips Bay,Stuy Town/Peter Cooper Village,Credit Card,6.5,2.0,12.8
1609959113,1609959292,2,0.7,Garment District,Flatiron,Credit Card,4.5,1.0,9.8
1609606770,1609607466,1,2.01,Upper East Side North,Manhattan Valley,Credit Card,10.0,3.33,16.63
1611153884,1611155022,6,2.57,Upper West Side North,Midtown North,Credit Card,14.0,3.46,20.76
1611308983,1611309099,1,0.39,Greenwich Village North,Greenwich Village North,Credit Card,3.5,2.04,8.84
1610358166,1610358882,1,1.3,Yorkville West,Upper East Side South,Credit Card,9.0,2.0,14.3
1611847903,1611848812,1,1.7,NV,Upper East Side South,Cash,10.5,0.0,13.8
1611128074,1611128419,1,1.05,Yorkville East,Lenox Hill East,Credit Card,6.0,2.32,11.62
1609866905,1609869529,1,18.5,NV,NV,Credit Card,52.0,11.45,68.75
1610019547,1610019981,1,1.6,Murray Hill,Lenox Hill West,Credit Card,7.5,2.7,13.5
1609770791,1609771919,1,7.0,LaGuardia Airport,Briarwood/Jamaica Hills,Cash,22.0,0.0,22.8
1612114776,1612115057,1,1.19,Lincoln Square East,Upper West Side North,Credit Card,6.0,2.33,11.63
1611820124,1611820582,1,1.3,Penn Station/Madison Sq West,Gramercy,Credit Card,7.0,2.55,12.85
1611437490,1611437744,1,0.5,East Harlem South,East Harlem North,Credit Card,5.0,1.85,8.15
1610295331,1610295729,2,1.04,Gramercy,East Village,Credit Card,6.5,1.08,10.88
1609858232,1609858967,1,1.88,Midtown South,Central Park,Credit Card,10.0,3.32,16.62
1610824426,1610824866,1,1.27,Midtown Center,Midtown North,Credit Card,7.0,2.06,12.36
1611641936,1611642169,1,0.4,Upper East Side North,Upper East Side North,Cash,4.5,0.0,7.8
1610187414,1610188020,1,2.21,Manhattan Valley,Upper East Side North,Credit Card,9.5,2.56,15.36
1611396946,1611397133,1,1.07,Yorkville West,Lenox Hill West,Credit Card,5.0,1.66,9.96
1611665297,1611665477,1,0.65,Meatpacking/West Village West,Meatpacking/West Village West,Credit Card,4.0,2.19,9.49
1611423441,1611423640,1,0.5,Upper West Side South,Lincoln Square West,Cash,4.5,0.0,7.8
1611247937,1611247948,1,0.0,Upper West Side North,Upper West Side North,Credit Card,2.5,2.0,8.8
1610918990,1610920238,1,4.8,East Village,Bushwick South,Credit Card,18.5,4.45,26.75
1611568454,1611568799,1,1.0,Central Park,Murray Hill,Credit Card,6.0,2.75,12.05
1610362435,1610363232,1,3.98,Penn Station/Madison Sq West,Two Bridges/Seward Park,Cash,14.5,0.0,17.8
1610210494,1610211159,1,2.0,Upper East Side South,Midtown South,Credit Card,9.5,3.2,16.0
1610135015,1610135276,3,0.88,Midtown North,Clinton East,Credit Card,5.0,1.4,10.7
1611563243,1611564004,1,2.29,Central Park,Clinton West,Credit Card,10.5,1.5,15.3
1610529519,1610530655,3,5.33,Clinton East,World Trade Center,Credit Card,18.5,4.36,26.16
1611492467,1611494050,2,11.96,LaGuardia Airport,Lincoln Square West,Credit Card,35.0,8.88,53.3
1610361411,1610361995,2,1.7,Union Sq,Hudson Sq,Credit Card,8.5,2.35,14.15
1609767889,1609768237,1,1.0,Upper East Side South,Upper East Side North,Credit Card,6.0,2.0,11.3
1611916262,1611917119,1,2.4,Lenox Hill East,Upper West Side South,Cash,11.5,0.0,14.8
1609596932,1609598003,2,2.9,Lenox Hill East,Clinton West,Credit Card,13.5,3.35,20.15
1609776603,1609777489,2,2.3,West Chelsea/Hudson Yards,Midtown Center,Cash,11.5,0.0,15.8
1609679899,1609680119,2,0.6,Morningside Heights,Morningside Heights,Credit Card,5.0,1.7,7.5
1611301014,1611301465,1,2.11,Flatiron,Midtown North,Credit Card,8.5,2.36,14.16
1610715234,1610715689,1,1.99,Queensbridge/Ravenswood,Lenox Hill East,Cash,8.5,0.0,11.8
1610208130,1610209043,1,3.15,Midtown South,TriBeCa/Civic Center,Credit Card,13.0,2.0,18.3
1612013113,1612013597,1,1.57,Central Park,Upper West Side North,Credit Card,8.0,2.82,14.12
1611208575,1611209110,1,1.6,Clinton East,UN/Turtle Bay South,Credit Card,8.5,0.0,11.8
1609610803,1609611464,1,1.9,Greenwich Village South,Murray Hill,Credit Card,9.5,0.0,12.8
1611154575,1611154876,1,0.7,Upper East Side North,Upper East Side South,Credit Card,5.5,2.64,11.44
1610180750,1610181063,1,1.63,East Chelsea,Midtown Center,Cash,7.0,0.0,10.3
1610247118,1610248661,2,10.42,Bushwick South,East Harlem South,Cash,32.0,0.0,35.8
1611247448,1611248347,4,1.91,Central Park,Upper West Side North,Cash,10.5,0.0,14.8
1610372997,1610373389,2,1.99,East Chelsea,Lincoln Square East,Credit Card,8.0,1.7,13.0
1609939330,1609939596,1,0.5,Upper West Side South,Lincoln Square East,Credit Card,4.5,1.95,9.75
1611999671,1612000625,1,4.44,Upper West Side North,East Chelsea,Credit Card,16.5,3.96,23.76
1609694869,1609695342,1,1.4,Upper East Side South,Upper East Side South,Credit Card,7.5,2.15,12.95
1610195396,1610195997,1,1.4,Clinton East,Sutton Place/Turtle Bay North,Credit Card,8.0,2.25,13.55
1611320713,1611320956,1,0.42,UN/Turtle Bay South,Murray Hill,Cash,-4.5,0.0,-7.8
1611056797,1611058317,2,4.6,Lenox Hill West,West Village,Credit Card,19.5,4.55,27.35
1610318476,1610318709,1,1.0,East Village,Stuy Town/Peter Cooper Village,Credit Card,5.0,1.76,10.56
1611491706,1611492422,1,2.87,Midtown East,East Chelsea,Cash,11.5,0.0,14.8
1610821386,1610821891,1,2.1,Manhattan Valley,Upper East Side South,Credit Card,9.0,2.0,14.3
1609839492,1609840348,2,1.6,Sutton Place/Turtle Bay North,Murray Hill,Credit Card,10.5,4.1,17.9
1610544677,1610545190,1,1.69,Upper East Side North,Upper West Side North,Cash,8.0,0.0,11.3
1610219706,1610220309,3,2.37,East Harlem North,Upper East Side South,Credit Card,9.5,1.0,13.8
1610351234,1610351720,1,2.3,Flatiron,TriBeCa/Civic Center,Credit Card,9.0,2.0,14.3
1610011524,1610011604,1,0.0,Saint Michaels Cemetery/Woodside,Saint Michaels Cemetery/Woodside,Cash,3.0,0.0,3.8
1611139536,1611139970,1,1.35,Upper East Side North,Upper West Side South,Credit Card,7.5,2.0,12.8
1612092682,1612092714,1,0.0,Long Island City/Hunters Point,Long Island City/Hunters Point,Cash,2.5,0.0,2.8
1612109701,1612110296,2,1.3,Yorkville West,Sutton Place/Turtle Bay North,Credit Card,8.5,2.35,14.15
1611853949,1611854175,1,0.8,East Harlem South,Upper West Side North,Cash,5.0,0.0,6.8
1611761619,1611762811,2,4.01,Clinton West,Meatpacking/West Village West,Credit Card,16.5,1.5,21.3
1610620171,1610620609,1,1.1,Sutton Place/Turtle Bay North,UN/Turtle Bay South,Cash,6.5,0.0,9.8
1610295326,1610296720,1,17.42,JFK Airport,East Harlem North,Cash,52.0,0.0,58.92
1610409860,1610410095,1,0.7,Times Sq/Theatre District,Times Sq/Theatre District,Credit Card,5.0,0.0,8.8
1609767207,1609770068,1,19.76,JFK Airport,East Chelsea,Credit Card,52.0,18.43,79.85
1609529226,1609529687,2,1.8,Garment District,Greenwich Village South,Credit Card,7.5,2.15,12.95
1611604839,1611605296,1,1.1,Upper East Side North,Lenox Hill East,Credit Card,7.0,2.16,12.96
1611676994,1611677341,1,1.78,East Chelsea,Lincoln Square East,Credit Card,7.0,1.0,12.3
1610352411,1610352735,3,0.7,Upper East Side North,Yorkville East,Credit Card,5.5,1.7,10.5
1610620847,1610621711,1,2.8,Murray Hill,Central Park,Credit Card,12.0,2.3,17.6
1610028907,1610029175,1,0.85,Greenwich Village North,Flatiron,Credit Card,5.0,1.25,9.55
1611592638,1611593334,1,1.4,Little Italy/NoLiTa,Financial District North,Credit Card,8.0,2.0,14.3
1611301043,1611301544,1,1.12,Kips Bay,Midtown Center,Credit Card,7.0,1.75,12.05
1611590295,1611590540,1,0.72,Union Sq,West Village,Credit Card,5.0,1.86,11.16
1610214375,1610215124,1,2.05,Union Sq,Hudson Sq,Credit Card,9.5,1.0,13.8
1610045173,1610045977,1,2.0,West Chelsea/Hudson Yards,UN/Turtle Bay South,Credit Card,10.5,2.0,16.8
1610626234,1610626572,1,1.1,Upper West Side North,Morningside Heights,Cash,6.0,0.0,9.3
1611659326,1611659757,1,1.06,Lincoln Square East,Midtown North,Credit Card,6.5,1.96,11.76
1611920453,1611921285,1,1.4,Union Sq,East Chelsea,Credit Card,10.0,2.65,15.95
1610359995,1610360320,1,0.81,East Chelsea,Midtown South,Credit Card,5.5,1.32,10.12
1610124618,1610125052,6,2.19,Yorkville East,UN/Turtle Bay South,Credit Card,8.5,3.2,16.0
1609760996,1609761721,1,1.5,Central Park,Murray Hill,Credit Card,9.0,2.46,14.76
1610233850,1610234476,1,1.64,Upper West Side North,Yorkville East,Cash,9.0,0.0,12.8
1611152965,1611153477,1,1.33,Upper East Side North,Upper East Side South,Cash,7.5,0.0,10.8
1610986883,1610986939,2,0.3,Upper East Side South,Upper East Side North,Credit Card,3.0,1.2,7.5
1610652042,1610652204,1,0.72,Upper East Side South,Upper East Side North,Cash,4.5,0.0,8.8
1610650455,1610651471,2,4.06,East Village,Lenox Hill West,Cash,14.5,0.0,18.8
1611669184,1611669945,2,2.14,Lenox Hill West,East Harlem South,Credit Card,10.5,2.07,15.87
1611773279,1611774559,1,6.7,Midtown Center,DUMBO/Vinegar Hill,Credit Card,22.0,2.0,28.3
1610447581,1610448301,1,2.2,Lincoln Square East,Midtown South,Credit Card,10.0,3.95,17.25
1609560284,1609560626,2,1.03,Union Sq,East Village,Cash,6.0,0.0,9.8
1610804794,1610805407,1,2.0,East Chelsea,Lincoln Square East,Cash,9.5,0.0,12.8
1611566339,1611567670,1,3.7,Gramercy,Lincoln Square East,Credit Card,16.5,2.0,21.8
1610789329,1610789916,1,5.41,UN/Turtle Bay South,Brooklyn Heights,Credit Card,16.5,4.95,24.75
1609462103,1609463469,6,11.15,Murray Hill,Fordham South,Cash,32.0,0.0,35.8
1610894325,1610895226,1,3.6,SoHo,Upper East Side South,Cash,13.5,0.0,16.8
1611004958,1611005433,1,1.5,Gramercy,Lower East Side,Credit Card,8.0,1.0,12.8
1610552447,1610552854,1,1.6,Meatpacking/West Village West,TriBeCa/Civic Center,Credit Card,7.5,2.16,12.96
1610564849,1610565094,1,0.78,UN/Turtle Bay South,Murray Hill,Cash,5.0,0.0,9.3
1609958695,1609958926,1,1.3,East Harlem South,Yorkville West,Credit Card,6.0,2.05,12.35
1611228496,1611229282,1,2.8,Flatiron,Clinton East,Credit Card,10.5,2.75,16.55
1612000177,1612000540,1,1.9,Sutton Place/Turtle Bay North,Gramercy,Credit Card,7.5,2.7,13.5
1611497939,1611498448,1,1.8,East Chelsea,Clinton East,Credit Card,8.5,1.5,13.3
1612000901,1612001142,6,0.69,Upper East Side North,Upper East Side South,Cash,5.0,0.0,8.3
1610192958,1610193304,1,1.0,Yorkville East,Upper East Side North,Credit Card,6.0,1.85,11.15
1609621737,1609621968,1,0.74,Financial District South,World Trade Center,Credit Card,5.0,1.76,10.56
1610137154,1610137861,1,7.2,LaGuardia Airport,Central Harlem North,Credit Card,21.0,5.65,34.07
1611574655,1611575137,6,1.27,Midtown Center,Upper East Side South,Credit Card,7.0,2.06,12.36
1610128671,1610129138,1,1.06,West Chelsea/Hudson Yards,West Chelsea/Hudson Yards,Credit Card,7.0,2.26,13.56
1611861024,1611862226,1,5.09,East Chelsea,Yorkville West,Credit Card,19.0,4.66,27.96
1610531173,1610531809,1,2.02,Yorkville West,Upper East Side South,Credit Card,9.5,2.56,15.36
1610399709,1610399974,6,1.7,Sutton Place/Turtle Bay North,Lenox Hill East,Credit Card,6.5,2.06,12.36
1611575924,1611576585,1,1.06,Murray Hill,Garment District,Credit Card,8.5,3.0,14.8
1610290785,1610291175,1,1.5,Boerum Hill,Prospect Heights,Credit Card,7.0,1.56,9.36
1611071939,1611072486,1,1.38,Midtown Center,Union Sq,Credit Card,8.0,2.46,14.76
1610222259,1610222673,1,1.2,Upper East Side North,Lenox Hill West,Credit Card,7.0,1.62,12.42
1609935389,1609936455,1,2.92,East Harlem South,Murray Hill,Credit Card,14.0,3.46,20.76
1610539785,1610540445,1,1.5,Upper East Side South,Midtown East,Credit Card,9.0,3.08,15.38
1611128940,1611129381,1,1.0,East Chelsea,Murray Hill,Credit Card,6.5,2.9,12.7
1609586912,1609587955,3,3.83,Meatpacking/West Village West,Sutton Place/Turtle Bay North,Credit Card,15.0,3.66,21.96
1611394244,1611394523,1,1.03,Lincoln Square West,Clinton East,Credit Card,5.5,1.76,10.56
1611069938,1611071250,1,3.86,Upper West Side North,West Village,Credit Card,16.5,3.96,23.76
1611066193,1611067160,1,3.0,Central Park,Penn Station/Madison Sq West,Credit Card,13.5,5.04,21.84
1611840346,1611840584,1,0.7,Upper East Side North,Yorkville East,Credit Card,5.0,1.65,9.95
1611044738,1611045422,1,2.0,Lenox Hill East,East Harlem South,Credit Card,9.5,3.2,16.0
1610710698,1610711392,1,2.21,Upper East Side North,Murray Hill,Credit Card,10.5,3.45,17.25
1611930922,1611931181,2,0.63,Penn Station/Madison Sq West,Times Sq/Theatre District,Credit Card,5.0,0.0,8.3
1609861590,1609861961,1,1.0,Upper East Side North,Upper East Side South,Cash,6.0,0.0,9.3
1610716363,1610716694,1,0.8,Midtown South,Clinton East,Cash,5.5,0.0,8.8
1610224617,1610225021,1,1.0,Manhattanville,Central Harlem,Cash,6.0,0.0,7.3
1610535891,1610536795,1,3.2,Lincoln Square West,Central Harlem,Cash,12.5,0.0,15.8
1611839411,1611840059,1,1.9,Midtown East,Upper East Side North,Credit Card,9.0,1.48,13.78
1609833006,1609833614,1,2.1,Yorkville West,Upper West Side North,Credit Card,9.0,1.84,14.14
1609923903,1609924222,5,0.94,Midtown East,Upper East Side South,Cash,6.0,0.0,9.3
1609964173,1609966824,2,14.48,Upper East Side South,Brownsville,Credit Card,45.0,14.64,63.44
1612037470,1612038720,1,7.44,LaGuardia Airport,Lenox Hill West,Credit Card,23.0,2.68,29.48
1612028646,1612028944,1,0.92,Upper East Side South,Yorkville East,Credit Card,5.5,2.2,11.0
1610653870,1610655182,1,8.83,Upper East Side North,Brooklyn Heights,Credit Card,26.5,4.0,34.8
1611239893,1611240194,1,0.6,Flatiron,Flatiron,Credit Card,5.5,2.2,11.0
1611221207,1611221956,1,1.7,Penn Station/Madison Sq West,Midtown East,Credit Card,9.5,3.8,16.6
1610806414,1610807039,1,1.45,Lincoln Square East,Lenox Hill East,Cash,8.5,0.0,11.8
1610108087,1610108677,1,0.8,Lenox Hill West,Lenox Hill East,Cash,7.5,0.0,10.8
1611056757,1611057435,1,1.7,Upper East Side South,Garment District,Credit Card,9.5,2.55,15.35
1612057346,1612057788,1,2.2,Midtown Center,Greenwich Village North,Credit Card,9.0,2.55,15.35
1610761566,1610761966,1,2.2,Murray Hill,Alphabet City,Credit Card,8.5,3.65,15.95
1611914174,1611915477,1,9.2,LaGuardia Airport,Upper East Side North,Credit Card,28.0,5.5,42.92
1610548208,1610549283,6,3.34,Greenwich Village North,Lenox Hill West,Credit Card,14.0,3.46,20.76
1610958312,1610958682,1,1.51,Penn Station/Madison Sq West,Clinton East,Credit Card,7.0,1.0,11.3
1609702757,1609703356,6,1.79,East Chelsea,East Village,Credit Card,9.0,2.46,14.76
1611146591,1611146806,1,0.8,Upper East Side South,Upper East Side North,Credit Card,5.0,1.0,9.3
1611754808,1611756327,1,2.43,Upper East Side North,Midtown East,Cash,16.0,0.0,19.3
1610356796,1610357102,1,0.7,Upper East Side South,Midtown East,Credit Card,5.0,2.0,10.3
1611780385,1611780944,1,2.2,Midtown Center,Lenox Hill East,Credit Card,9.0,3.8,16.6
1609840002,1609841084,1,3.37,TriBeCa/Civic Center,Murray Hill,Credit Card,14.0,2.0,19.3
1611338515,1611338901,2,1.6,Long Island City/Queens Plaza,Upper East Side South,Credit Card,7.5,3.5,15.3
1610805516,1610805920,1,1.9,Lincoln Square West,Upper West Side North,Cash,8.0,0.0,11.3
1612098115,1612098431,2,1.6,Midtown East,Union Sq,Credit Card,6.5,1.95,11.75
1611065517,1611066643,1,3.0,Union Sq,Financial District South,Cash,14.0,0.0,17.3
1611230486,1611230984,1,1.3,Lenox Hill West,Upper East Side North,Credit Card,7.5,2.15,12.95
1610040547,1610040762,1,0.5,Central Park,Upper East Side North,Credit Card,4.5,2.2,11.0
1611924230,1611924718,1,1.42,NV,Lincoln Square East,Credit Card,7.5,2.7,13.5
1609873719,1609873890,1,1.17,Kips Bay,Sutton Place/Turtle Bay North,Credit Card,5.0,1.86,11.16
1611072794,1611072964,2,0.58,Upper East Side South,Upper East Side North,Cash,4.0,0.0,8.3
1610346398,1610346735,1,1.74,Garment District,Upper East Side South,Credit Card,7.0,2.06,12.36
1610960921,1610961344,1,2.61,Yorkville East,Midtown Center,Credit Card,9.5,2.56,15.36
1611096909,1611097265,1,2.1,Upper East Side South,Midtown South,Credit Card,8.5,2.45,14.75
1610735012,1610735247,1,0.8,East Chelsea,Flatiron,Cash,5.0,0.0,9.3
1609612828,1609613637,1,0.96,Upper West Side South,Lincoln Square East,Credit Card,9.5,2.56,15.36
1612114253,1612115686,1,6.84,JFK Airport,Woodhaven,Cash,23.5,0.0,24.3
1611615997,1611616309,1,2.03,Gramercy,Sutton Place/Turtle Bay North,Credit Card,7.5,2.82,14.12
1609518921,1609519148,1,0.91,Upper West Side South,Lincoln Square East,Credit Card,5.0,1.66,9.96
1610346313,1610346600,1,1.75,Upper West Side South,Times Sq/Theatre District,Cash,7.0,0.0,10.3
1611737568,1611738178,1,1.22,Upper East Side South,Times Sq/Theatre District,Credit Card,8.0,2.26,13.56
1609777495,1609778885,3,4.75,East Village,Greenpoint,Credit Card,20.5,4.96,29.76
1610114901,1610115249,1,0.8,Sutton Place/Turtle Bay North,Lenox Hill West,Credit Card,6.0,2.75,12.05
1611321692,1611322188,2,2.05,Midtown East,Yorkville West,Credit Card,8.5,2.95,14.75
1610390126,1610390797,1,2.26,Midtown North,Upper West Side South,Credit Card,10.0,2.14,16.44
