tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,total_amount
1611595400,1611595686,1,0.8,Lenox Hill East,Central Park,Cash,5.0,0.0,9.3
1610128882,1610129577,1,2.4,Midtown Center,Gramercy,Credit Card,10.0,2.85,17.15
1611330358,1611330890,1,1.5,Manhattan Valley,Central Harlem,Credit Card,8.0,1.75,10.55
1611673580,1611674892,2,2.51,Upper East Side North,Upper East Side South,Credit Card,15.0,3.66,21.96
1610664334,1610664585,1,1.3,Midtown South,Midtown North,Cash,6.0,0.0,9.8
1609938907,1609939205,2,0.75,Midtown East,Midtown North,Credit Card,5.0,2.08,10.38
1611775549,1611776015,2,2.09,Lincoln Square East,East Chelsea,Credit Card,8.5,3.2,16.0
1610348242,1610349354,1,2.89,East Chelsea,Lenox Hill West,Credit Card,13.5,1.0,17.8
1610389521,1610390018,1,2.26,East Village,Murray Hill,Credit Card,9.0,0.0,13.3
1609867107,1609868101,1,3.54,Upper West Side South,Midtown South,Cash,14.0,0.0,18.3
1611748855,1611749346,1,1.35,Midtown South,Midtown North,Credit Card,7.5,2.7,13.5
1610191963,1610192675,1,2.64,Upper East Side North,Murray Hill,Credit Card,11.5,2.96,17.76
1609692633,1609693086,3,1.5,Murray Hill,Sutton Place/Turtle Bay North,Cash,7.5,0.0,10.8
1610563206,1610563381,1,0.53,Upper East Side North,Upper East Side North,Credit Card,4.0,2.08,10.38
1610445682,1610446119,1,1.45,Upper West Side South,Bloomingdale,Credit Card,7.5,2.95,14.75
1610213389,1610213809,1,1.9,Lenox Hill West,Central Park,Credit Card,8.0,2.0,13.3
1611930453,1611930639,1,0.45,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,Cash,4.0,0.0,7.3
1610519749,1610520319,1,2.36,Upper West Side South,Midtown Center,Cash,9.5,0.0,12.8
1611679127,1611679596,1,1.19,Upper West Side North,Lincoln Square West,Credit Card,7.0,1.7,13.0
1611410929,1611411516,1,2.0,Upper East Side South,Union Sq,Credit Card,9.0,1.0,13.3
1611596173,1611596953,1,2.0,Lincoln Square East,Lenox Hill East,Credit Card,11.0,3.05,18.35
1610148406,1610148888,1,1.87,Midtown Center,Lenox Hill West,Cash,8.5,0.0,12.3
1610720893,1610721174,1,0.8,Flatiron,Kips Bay,Cash,5.0,0.0,8.3
1610541683,1610542189,1,1.41,Bloomingdale,Upper West Side North,Credit Card,7.5,2.16,12.96
1610009742,1610010304,1,1.55,Sutton Place/Turtle Bay North,Kips Bay,Credit Card,8.0,2.26,13.56
1610311638,1610312070,3,1.3,East Village,Lower East Side,Credit Card,7.0,2.15,12.95
1611815459,1611816002,1,1.3,Murray Hill,East Chelsea,Credit Card,8.0,2.26,13.56
1610111707,1610113261,1,7.8,Brooklyn Heights,Upper East Side South,Cash,26.5,0.0,29.8
1610701970,1610702810,1,2.88,Bloomingdale,Lenox Hill East,Cash,12.0,0.0,15.3
1611060499,1611061062,1,1.65,World Trade Center,SoHo,Credit Card,8.0,2.26,13.56
1611235602,1611235925,1,0.8,East Village,Gramercy,Credit Card,5.5,1.0,9.8
1611163215,1611163823,1,2.25,Greenwich Village South,Kips Bay,Credit Card,9.0,2.0,15.3
1611764744,1611764975,1,0.5,Yorkville East,Upper East Side North,Cash,4.5,0.0,8.8
1611862523,1611863144,1,1.66,Times Sq/Theatre District,Lincoln Square West,Credit Card,9.0,1.33,14.63
1611065161,1611065785,1,2.17,Clinton East,Upper West Side North,Credit Card,9.5,2.56,15.36
1610192677,1610192938,1,0.68,East Harlem South,East Harlem South,Cash,5.0,0.0,5.8
1611398474,1611400493,3,5.3,Upper East Side North,Washington Heights South,Cash,23.5,0.0,26.8
1610008003,1610008337,1,1.27,Lincoln Square East,Times Sq/Theatre District,Credit Card,6.5,2.45,12.25
1610690444,1610690682,1,1.2,Union Sq,Times Sq/Theatre District,Credit Card,5.5,1.0,9.8
1611323374,1611324248,2,2.51,Sutton Place/Turtle Bay North,Upper West Side North,Credit Card,11.5,3.0,17.8
1611032048,1611032203,1,1.2,East Chelsea,Clinton East,Cash,5.5,0.0,9.3
1610617067,1610617409,1,0.6,Sutton Place/Turtle Bay North,Midtown East,Credit Card,5.5,1.75,10.55
1611327741,1611328545,1,0.68,Upper East Side North,Lenox Hill West,Cash,9.0,0.0,12.3
1611412294,1611413240,5,2.15,Kips Bay,Little Italy/NoLiTa,Credit Card,12.0,3.06,18.36
1611599540,1611600243,1,2.3,Lenox Hill East,Upper West Side South,Credit Card,10.5,2.95,17.75
1612126398,1612129058,1,9.3,East Chelsea,Bushwick South,Credit Card,33.0,0.0,36.8
1609844717,1609844965,1,0.5,Yorkville East,Lenox Hill East,Credit Card,4.5,1.56,9.36
1610386494,1610387864,1,3.79,Murray Hill,Upper West Side North,Credit Card,17.0,5.32,26.62
1611008806,1611009460,1,4.22,East Village,Yorkville West,Credit Card,13.0,4.2,21.0
1610734061,1610734465,1,1.4,Clinton East,Upper West Side South,Cash,7.0,0.0,11.3
1610199525,1610200126,1,1.75,Lincoln Square West,Upper East Side South,Credit Card,8.5,1.0,12.8
1611579968,1611580626,1,1.87,Gramercy,Midtown East,Cash,9.5,0.0,12.8
1611513244,1611513680,1,1.47,Upper West Side North,East Harlem South,Cash,7.5,0.0,10.8
1611416805,1611418195,2,4.7,Garment District,Bloomingdale,Cash,18.5,0.0,21.8
1612124084,1612124576,1,1.4,East Harlem South,Manhattanville,Credit Card,7.5,2.3,11.6
1610372659,1610372751,1,0.1,World Trade Center,World Trade Center,No charge,3.0,0.0,6.3
1609610124,1609610302,1,0.51,Flatiron,West Village,Credit Card,4.0,2.19,9.49
1610283159,1610283389,1,1.4,Upper West Side North,Lincoln Square East,Credit Card,6.0,1.86,11.16
1611333880,1611334204,2,0.68,Gramercy,Murray Hill,Credit Card,5.5,1.96,11.76
1609674883,1609675191,2,1.2,East Chelsea,Union Sq,Credit Card,6.0,1.85,11.15
1611504947,1611506453,1,7.92,Financial District North,Bloomingdale,Credit Card,26.5,4.17,33.97
1609847985,1609849183,1,2.2,East Harlem North,Morningside Heights,Credit Card,13.5,2.85,17.15
1611956865,1611957459,1,2.05,Lincoln Square East,Lenox Hill East,Credit Card,9.0,3.84,16.64
1610644784,1610645708,1,2.56,West Chelsea/Hudson Yards,Greenwich Village North,Cash,12.0,0.0,16.3
1610974517,1610975296,1,2.1,Yorkville West,Bloomingdale,Credit Card,10.5,1.0,14.8
1611925789,1611926571,1,2.2,Upper East Side South,Union Sq,Credit Card,10.5,2.76,16.56
1610202420,1610202875,2,1.7,Upper East Side South,Upper East Side North,Credit Card,8.0,2.8,14.1
1610035273,1610035551,3,0.91,Times Sq/Theatre District,Penn Station/Madison Sq West,Cash,5.5,0.0,9.8
1610984720,1610984977,0,0.8,Penn Station/Madison Sq West,Penn Station/Madison Sq West,Cash,5.0,0.0,8.3
1610719633,1610720289,1,2.4,Midtown East,East Village,Cash,10.5,0.0,13.8
1611912908,1611913372,1,1.25,Lenox Hill West,Sutton Place/Turtle Bay North,Credit Card,7.0,2.58,12.88
1610038809,1610039786,1,3.9,Midtown Center,TriBeCa/Civic Center,Credit Card,14.5,4.7,23.5
1609802062,1609802720,1,4.36,LaGuardia Airport,Old Astoria,Credit Card,14.5,4.74,20.54
1609964948,1609966067,6,2.91,Battery Park City,Chinatown,Credit Card,14.0,3.56,21.36
1611140692,1611141229,1,1.5,Midtown Center,Upper East Side North,Credit Card,8.0,2.7,14.0
1611026108,1611027075,1,4.57,Upper East Side South,Woodside,Cash,16.0,0.0,19.8
1611326927,1611327555,2,0.8,Upper East Side North,East Harlem South,Credit Card,8.0,2.82,14.12
1611136314,1611136955,1,2.17,Clinton East,Kips Bay,Credit Card,9.5,1.0,13.8
1610981260,1610981577,2,0.83,Upper East Side North,East Harlem South,Credit Card,5.5,2.64,11.44
1609771220,1609771538,1,0.63,Yorkville East,Lenox Hill East,Credit Card,5.5,1.7,10.5
1611752951,1611753376,1,1.31,Upper West Side North,Lincoln Square West,Cash,7.0,0.0,10.3
1610435252,1610435447,1,0.7,Penn Station/Madison Sq West,Midtown Center,Credit Card,4.5,3.0,10.8
1610471182,1610471511,1,1.22,Upper West Side North,Upper East Side North,Credit Card,6.5,1.0,11.8
1612099811,1612100445,1,2.15,Little Italy/NoLiTa,Murray Hill,Credit Card,10.0,1.5,14.8
1610627572,1610627749,1,0.5,Hamilton Heights,Manhattanville,Cash,4.0,0.0,4.8
1611821725,1611822412,1,2.2,Bloomingdale,East Harlem North,Cash,10.5,0.0,11.3
1610548465,1610550109,1,3.6,Manhattan Valley,Lenox Hill East,Cash,19.0,0.0,22.3
1609924745,1609925028,5,1.01,Union Sq,Garment District,Credit Card,5.5,1.76,10.56
1610630155,1610630725,1,1.72,Lenox Hill West,Midtown Center,Credit Card,8.5,2.95,14.75
1611516836,1611517528,1,1.43,Penn Station/Madison Sq West,Murray Hill,Credit Card,9.0,2.46,14.76
1610023282,1610024064,1,3.68,NV,Elmhurst/Maspeth,Credit Card,14.0,0.0,14.8
1610725703,1610726297,1,1.8,Murray Hill,West Village,Credit Card,8.5,2.95,14.75
1611604117,1611604134,1,0.0,East Harlem North,East Harlem North,Cash,2.5,0.0,3.8
1610375413,1610376005,1,4.17,Midtown North,Upper West Side South,Credit Card,14.0,5.19,22.49
1611569656,1611570317,1,1.61,Murray Hill,Gramercy,Credit Card,9.0,2.46,14.76
1610821826,1610822320,1,1.47,Murray Hill,Greenwich Village North,Credit Card,8.0,0.0,11.3
1611843607,1611844535,1,2.6,Times Sq/Theatre District,Meatpacking/West Village West,Credit Card,12.0,3.06,18.36
1609960618,1609961016,1,1.3,Upper East Side South,Clinton East,Credit Card,7.0,2.25,13.55
1611262605,1611263226,1,2.32,Yorkville West,Manhattan Valley,Credit Card,9.5,3.33,16.63
1610797856,1610798171,1,0.69,Yorkville West,Upper East Side North,Credit Card,5.5,1.76,10.56
1610364941,1610366694,1,15.9,JFK Airport,Midtown South,Cash,52.0,0.0,61.42
1610356737,1610357484,1,2.36,Flatiron,TriBeCa/Civic Center,Cash,10.0,0.0,13.3
1609756998,1609757764,6,5.24,Midtown North,Morningside Heights,Credit Card,17.0,5.08,25.38
1611233661,1611234227,1,1.91,Union Sq,Murray Hill,Credit Card,8.5,2.36,14.16
1611058343,1611058792,1,1.5,UN/Turtle Bay South,East Village,Credit Card,7.5,2.7,13.5
1609675612,1609675709,1,0.5,Lenox Hill West,Yorkville East,Cash,3.5,0.0,6.8
1610617843,1610618085,5,0.97,Lincoln Square East,Midtown North,Credit Card,5.0,1.7,10.0
1611554858,1611555325,1,1.3,Midtown North,Lenox Hill East,Credit Card,7.5,4.0,14.8
1609753904,1609754671,1,2.17,East Chelsea,TriBeCa/Civic Center,Cash,10.5,0.0,13.8
1610891111,1610892076,1,4.01,Elmhurst,Astoria,Credit Card,15.5,3.26,19.56
1610103689,1610104575,4,9.04,Kips Bay,LaGuardia Airport,Credit Card,25.5,5.0,39.92
1609865720,1609866331,2,1.5,Upper East Side North,Upper West Side North,Credit Card,8.5,2.55,15.35
1610647547,1610647836,1,0.66,Upper East Side North,Lenox Hill West,Credit Card,5.5,1.2,11.0
1610554501,1610554724,1,0.6,Greenwich Village South,Greenwich Village North,Cash,4.5,0.0,8.8
1611131788,1611132444,1,1.6,Upper East Side North,Sutton Place/Turtle Bay North,Credit Card,8.5,1.77,13.57
1612007194,1612008069,1,2.72,Yorkville West,Morningside Heights,Cash,12.5,0.0,15.8
1610620179,1610620904,1,3.22,Morningside Heights,Lincoln Square West,Credit Card,12.0,3.82,19.12
1612103270,1612103777,1,1.5,Lincoln Square East,Lenox Hill West,Credit Card,8.0,1.36,12.66
1611835920,1611836138,1,0.45,NV,Murray Hill,Credit Card,4.5,1.56,9.36
1610567063,1610567411,1,1.53,Midtown Center,Upper East Side North,Credit Card,7.0,2.82,14.12
1610731231,1610731715,1,1.9,Sutton Place/Turtle Bay North,Yorkville West,Credit Card,8.0,2.46,14.76
1611770656,1611771002,1,0.94,Lenox Hill East,Upper East Side South,Credit Card,6.0,2.58,12.88
1611553335,1611553668,1,1.8,Clinton East,Upper West Side South,Cash,7.5,0.0,11.3
1611056505,1611056952,1,1.4,Penn Station/Madison Sq West,Greenwich Village North,Cash,7.0,0.0,10.3
1611248373,1611248591,1,0.6,East Village,Greenwich Village North,Cash,4.5,0.0,8.8
1611337415,1611338065,5,1.94,Times Sq/Theatre District,Lincoln Square West,Cash,9.5,0.0,13.8
1611837651,1611838201,1,1.7,Midtown Center,Upper East Side North,Cash,8.5,0.0,11.8
1610011270,1610011861,1,2.08,TriBeCa/Civic Center,Gramercy,Cash,9.5,0.0,12.8
1609935867,1609936161,1,0.72,Upper East Side South,Midtown East,Credit Card,5.0,1.66,9.96
1611513154,1611513528,2,1.2,Upper West Side South,Upper West Side North,Credit Card,6.5,2.45,12.25
1610826207,1610826307,1,0.2,Yorkville East,Yorkville East,Credit Card,3.5,1.45,8.75
1609996127,1609996535,1,0.9,Lincoln Square East,Clinton West,Cash,6.0,0.0,9.8
1610380584,1610381030,1,1.7,Murray Hill,Lenox Hill West,Cash,7.5,0.0,10.8
1611743884,1611744778,0,2.6,Lincoln Square East,Morningside Heights,Credit Card,11.5,2.95,17.75
1611932635,1611932865,2,0.8,Sutton Place/Turtle Bay North,Murray Hill,Credit Card,5.0,1.2,9.5
1610449949,1610450460,1,1.55,Manhattan Valley,Lincoln Square West,Credit Card,7.5,2.7,13.5
1610353340,1610353552,1,0.56,Upper East Side North,Upper East Side North,Credit Card,4.5,0.78,8.58
1611228059,1611228250,1,0.68,Lenox Hill West,Upper East Side North,Credit Card,4.5,1.17,8.97
1609611075,1609611286,1,0.64,Gramercy,Kips Bay,Credit Card,4.5,1.56,9.36
1611060971,1611062337,1,6.91,Washington Heights South,Upper East Side North,Credit Card,23.5,1.0,27.8
1610741190,1610741579,1,0.81,Upper East Side North,Yorkville East,Cash,6.0,0.0,9.8
1611426405,1611426618,1,0.98,World Trade Center,TriBeCa/Civic Center,Credit Card,5.0,2.08,10.38
1612028535,1612029661,1,5.96,Meatpacking/West Village West,Manhattan Valley,Credit Card,20.0,4.66,27.96
1610452570,1610454573,1,16.34,Park Slope,Newark Airport,Credit Card,74.0,17.81,106.86
1612097532,1612097913,1,1.5,Lincoln Square East,Upper West Side North,Credit Card,7.0,1.5,11.8
1611224926,1611225503,1,2.0,Lincoln Square West,West Chelsea/Hudson Yards,Credit Card,9.0,2.45,14.75
1611440881,1611440902,1,0.0,JFK Airport,JFK Airport,Cash,2.5,0.0,3.8
1610616187,1610617510,1,3.9,Lincoln Square West,Gramercy,Credit Card,16.5,2.0,21.8
1611820599,1611820957,2,0.75,Yorkville West,East Harlem South,Credit Card,5.5,0.88,9.68
1610633750,1610634196,2,1.43,Midtown Center,Union Sq,Credit Card,7.0,2.06,12.36
1610554276,1610554808,1,1.54,Union Sq,East Chelsea,Credit Card,8.0,1.2,13.5
1610370871,1610372284,1,4.4,Upper West Side North,Murray Hill,Credit Card,18.0,5.3,26.6
1612012948,1612013277,1,1.4,Upper West Side South,Manhattan Valley,Credit Card,6.5,2.0,11.8
1610027024,1610027441,1,1.04,Little Italy/NoLiTa,Greenwich Village North,Credit Card,6.5,1.96,11.76
1610478179,1610478560,1,1.0,Midtown Center,Sutton Place/Turtle Bay North,Cash,6.0,0.0,10.3
1612102998,1612103431,1,1.4,Upper West Side South,Upper East Side North,Credit Card,7.5,2.15,12.95
1611307822,1611308702,5,1.98,East Harlem South,Manhattan Valley,Credit Card,11.0,3.54,15.34
1611600309,1611601824,3,13.57,LaGuardia Airport,Rosedale,Cash,37.5,0.0,39.3
1611334118,1611334579,4,0.8,Upper East Side North,Yorkville East,Credit Card,6.5,2.15,12.95
1609921169,1609922683,1,0.0,Central Harlem,West Village,Credit Card,24.2,0.0,25.0
1610703281,1610704521,1,12.3,Penn Station/Madison Sq West,NA,Credit Card,65.0,20.49,88.79
1611242845,1611243106,1,0.7,Gramercy,Stuy Town/Peter Cooper Village,Credit Card,5.0,1.65,9.95
1612040200,1612040402,1,1.09,Upper East Side South,Upper East Side North,Credit Card,5.5,1.86,11.16
1611253208,1611253724,1,1.4,East Chelsea,SoHo,Credit Card,7.5,1.0,12.8
1610199431,1610199761,0,0.8,West Chelsea/Hudson Yards,West Village,Credit Card,6.0,1.4,10.7
1611351953,1611352125,1,0.54,Upper West Side South,Upper West Side South,Credit Card,4.5,1.66,9.96
1611598657,1611598808,1,0.78,Flatiron,West Village,Credit Card,4.0,1.66,9.96
1612098420,1612098711,1,0.94,Upper East Side North,Upper East Side South,Cash,5.5,0.0,8.8
1609749758,1609750481,6,5.27,Financial District North,Midtown East,Credit Card,16.0,3.0,22.3
1610658104,1610658636,5,3.35,Lenox Hill West,East Harlem North,Cash,11.0,0.0,14.8
1609610574,1609611473,2,2.59,East Chelsea,Sutton Place/Turtle Bay North,Credit Card,12.0,3.06,18.36
1611398959,1611399067,1,0.47,Union Sq,Gramercy,Credit Card,3.5,1.36,8.16
1610301400,1610301785,1,1.6,Upper West Side South,Bloomingdale,Credit Card,7.5,2.5,14.3
1610373455,1610374695,1,10.6,Financial District North,Central Harlem North,Credit Card,30.5,10.1,43.9
1611774307,1611774718,1,0.9,Kips Bay,Midtown South,Credit Card,6.0,3.05,13.35
1611247139,1611247891,1,1.78,Upper West Side South,Upper East Side North,Credit Card,10.0,2.86,17.16
1609769817,1609770074,6,1.07,Midtown East,Murray Hill,Credit Card,5.5,1.76,10.56
1609774118,1609774431,1,0.7,Upper East Side South,Upper East Side South,Credit Card,5.5,2.2,11.0
1611996164,1611996781,1,2.4,Lower East Side,Murray Hill,Cash,10.5,0.0,13.8
1611321076,1611321535,2,0.85,Upper East Side South,Upper East Side South,Credit Card,6.5,2.0,11.8
1611654667,1611655548,1,2.9,Midtown Center,Long Island City/Hunters Point,Credit Card,13.0,3.26,19.56
1609634876,1609635182,1,0.9,Garment District,Clinton East,Credit Card,5.5,1.85,11.15
1611754789,1611755158,1,1.1,Midtown East,Upper East Side North,Credit Card,6.5,1.0,10.8
1610811082,1610811300,1,0.74,Upper East Side North,Upper East Side North,Credit Card,5.0,1.66,9.96
1610804084,1610804524,1,1.5,Union Sq,Midtown Center,Credit Card,7.5,2.15,12.95
1610399170,1610399651,1,4.49,LaGuardia Airport,Forest Hills,Credit Card,14.0,2.3,17.6
1611870475,1611871035,3,1.95,Garment District,Greenwich Village South,Credit Card,8.5,2.46,14.76
1611252092,1611252440,1,0.9,West Village,TriBeCa/Civic Center,Credit Card,5.5,1.95,11.75
1610384377,1610384767,1,1.0,Central Park,Lenox Hill West,Credit Card,6.0,0.7,11.0
1609941216,1609942031,1,3.52,Yorkville East,Murray Hill,Credit Card,13.5,0.0,16.8
1609857283,1609857920,1,0.45,Norwood,Norwood,Cash,7.5,0.0,8.3
1610796809,1610796906,6,0.53,Lenox Hill East,Lenox Hill West,Credit Card,3.5,1.0,7.8
1610811207,1610811653,1,1.2,Midtown Center,Lenox Hill West,Cash,7.0,0.0,10.3
1611340768,1611341337,1,1.8,Yorkville East,Sutton Place/Turtle Bay North,Cash,9.0,0.0,13.3
1610368867,1610369750,1,2.76,Meatpacking/West Village West,Midtown Center,Credit Card,12.0,4.59,19.89
1611138841,1611139258,1,1.31,Upper West Side North,Central Park,Credit Card,7.0,2.06,12.36
1609694546,1609694951,1,0.7,Lenox Hill East,Upper East Side South,Credit Card,6.0,1.45,10.75
1610920261,1610920850,1,2.11,Upper West Side South,Clinton West,Credit Card,9.5,1.0,14.3
1612031519,1612031719,1,0.62,East Harlem South,Yorkville West,Credit Card,4.5,1.0,8.8
1611655791,1611656134,2,0.9,Gramercy,Union Sq,Credit Card,5.5,1.76,10.56
1610802766,1610803047,1,0.8,Upper West Side South,Upper West Side North,Credit Card,5.5,1.76,10.56
1610389687,1610390487,2,2.59,Clinton East,East Village,Credit Card,11.5,4.74,20.54
1609619475,1609619699,2,0.35,Greenwich Village North,East Village,Credit Card,4.5,1.66,9.96
1610122896,1610123702,1,2.21,Kips Bay,Clinton East,Credit Card,10.5,2.96,17.76
1611650483,1611650802,3,1.94,Lenox Hill East,UN/Turtle Bay South,Credit Card,8.0,1.7,13.0
1611654303,1611654609,1,0.9,Lenox Hill West,Upper East Side South,Cash,5.5,0.0,8.8
1609939866,1609941690,1,3.9,Union Sq,DUMBO/Vinegar Hill,Cash,20.0,0.0,23.3
1609949533,1609950297,6,2.19,Midtown North,Lenox Hill East,Credit Card,10.5,1.48,16.28
1610604859,1610607196,4,23.91,JFK Airport,Bedford Park,Cash,63.5,0.0,70.42
1609771388,1609771398,1,0.05,JFK Airport,JFK Airport,Cash,52.0,0.0,52.8
1610047264,1610047777,1,1.28,Midtown South,UN/Turtle Bay South,Credit Card,7.5,2.36,14.16
1609876769,1609876893,1,0.54,West Chelsea/Hudson Yards,Clinton East,Cash,4.0,0.0,8.3
1610904991,1610906429,1,8.46,Greenwich Village South,Central Harlem,Credit Card,27.0,6.06,36.36
1611766860,1611767420,2,1.63,Upper East Side North,Lenox Hill East,Credit Card,8.0,2.0,14.3
1610102232,1610103097,1,2.5,West Chelsea/Hudson Yards,Midtown Center,Credit Card,11.5,3.7,18.5
1611241699,1611243084,1,3.14,Upper East Side South,Penn Station/Madison Sq West,Credit Card,16.5,5.94,25.74
1611073459,1611074129,1,2.36,Midtown Center,SoHo,Cash,10.0,0.0,14.3
1610905435,1610905915,1,1.7,Yorkville West,Upper West Side South,Credit Card,8.0,2.0,13.3
1610522359,1610522815,1,1.67,Lenox Hill West,Upper East Side North,Credit Card,7.5,3.24,14.04
1609841224,1609841626,1,0.59,Upper East Side South,Upper East Side South,Cash,5.5,0.0,8.8
1612125750,1612125758,1,0.05,Penn Station/Madison Sq West,Penn Station/Madison Sq West,Cash,2.5,0.0,6.3
1611496037,1611496491,1,1.5,Central Harlem,Morningside Heights,Credit Card,7.5,1.65,9.95
1610286371,1610286982,1,2.0,Lincoln Square East,Flatiron,Cash,9.0,0.0,12.3
1610205019,1610205952,1,3.73,Sunnyside,Murray Hill,Cash,15.0,0.0,18.3
1610349001,1610349555,1,2.9,Yorkville West,UN/Turtle Bay South,Credit Card,11.5,1.5,16.3
1610992637,1610993093,2,1.12,Greenwich Village North,East Village,Cash,6.5,0.0,9.8
1610271871,1610272044,5,0.8,Greenwich Village North,SoHo,Credit Card,4.5,1.56,9.36
1611575340,1611575624,1,0.79,Gramercy,Murray Hill,Credit Card,5.5,1.76,10.56
1611132449,1611132858,1,1.04,Clinton East,UN/Turtle Bay South,Credit Card,6.5,1.0,10.8
1611354228,1611354722,2,1.83,Central Park,Upper East Side North,Credit Card,8.5,2.46,14.76
1611333995,1611334298,1,1.0,Upper West Side South,Upper West Side North,Credit Card,5.5,1.96,11.76
1611866626,1611867133,1,1.9,Murray Hill,Clinton East,Credit Card,8.5,2.45,14.75
1611621513,1611622543,6,9.62,UN/Turtle Bay South,University Heights/Morris Heights,Cash,27.0,0.0,30.8
1610302121,1610302434,1,1.15,Greenwich Village North,Flatiron,Credit Card,5.5,1.76,10.56
1611589772,1611590047,1,0.65,Midtown East,Lenox Hill West,Cash,5.0,0.0,8.3
1610797464,1610799039,2,13.5,Kips Bay,Hollis,Cash,38.5,0.0,47.92
1611160476,1611161644,1,5.05,Times Sq/Theatre District,Central Harlem North,Credit Card,17.0,0.0,21.3
1610116891,1610118839,1,5.5,Upper West Side North,Washington Heights South,Dispute,23.5,0.0,26.8
1611787045,1611787327,2,2.02,Kips Bay,Lenox Hill West,Cash,7.5,0.0,11.3
1609615088,1609615387,5,1.15,Mott Haven/Port Morris,Mott Haven/Port Morris,Cash,5.5,0.0,6.3
1611052235,1611053291,1,2.5,Sutton Place/Turtle Bay North,East Chelsea,Credit Card,13.0,2.5,18.8
1609950268,1609950668,1,1.2,Union Sq,West Chelsea/Hudson Yards,Credit Card,6.5,2.15,12.95
1611903148,1611903338,1,1.1,UN/Turtle Bay South,Gramercy,Credit Card,5.0,1.66,9.96
1610293149,1610293541,1,0.93,Upper West Side North,Upper West Side South,Credit Card,6.0,1.86,11.16
1610182323,1610182900,1,2.56,Lincoln Square East,Flatiron,Credit Card,10.0,2.66,15.96
1610010323,1610011278,0,2.8,Yorkville West,Kips Bay,Credit Card,12.0,2.3,17.6
1610302278,1610303253,2,2.68,Clinton East,Clinton East,Credit Card,12.0,3.06,18.36
1610458527,1610458763,1,0.56,Lincoln Square East,Midtown North,Cash,4.5,0.0,7.8
1611846691,1611847906,1,3.79,Upper East Side North,Morningside Heights,Credit Card,16.0,0.0,19.3
1611935998,1611940530,1,14.63,Brooklyn Heights,Inwood,Credit Card,53.5,0.0,54.3
1609958829,1609959013,1,0.7,Upper West Side South,Upper West Side North,Credit Card,4.5,2.0,10.8
1610884650,1610884736,1,0.57,Lenox Hill West,Sutton Place/Turtle Bay North,Credit Card,3.5,1.36,8.16
1609504629,1609505014,1,1.31,Upper East Side South,Lenox Hill East,Credit Card,7.0,2.06,12.36
1611851138,1611851166,4,0.0,Financial District North,Financial District North,No charge,-3.0,0.0,-5.8
1611593298,1611593383,6,0.27,Upper West Side North,Upper West Side North,Cash,3.0,0.0,7.3
1609595711,1609595885,1,1.01,Greenwich Village South,Union Sq,Credit Card,5.0,2.2,11.0
1611440310,1611440313,1,0.0,Midtown East,NV,Credit Card,15.0,3.06,18.36
1611827711,1611828457,1,1.88,Little Italy/NoLiTa,Union Sq,Credit Card,9.5,2.56,15.36
1610140093,1610140643,1,1.2,Kips Bay,Penn Station/Madison Sq West,Cash,7.5,0.0,11.3
1611863472,1611865004,1,6.4,Garment District,Hamilton Heights,Credit Card,22.5,2.0,28.8
1611151413,1611151840,1,1.4,UN/Turtle Bay South,Midtown North,Credit Card,7.0,2.05,12.35
1610035555,1610036200,1,1.43,Upper East Side North,Upper West Side North,Credit Card,8.5,1.2,14.0
1610203405,1610203911,1,2.61,West Chelsea/Hudson Yards,Upper West Side South,Credit Card,9.5,1.0,13.8
1610927125,1610927632,0,2.0,LaGuardia Airport,Astoria,Credit Card,9.0,2.05,12.35
1611853625,1611854267,2,1.79,Manhattan Valley,East Harlem South,Credit Card,9.0,0.0,10.8
1611154043,1611154594,1,1.52,Meatpacking/West Village West,SoHo,Credit Card,7.5,2.7,13.5
1611502242,1611502303,5,0.38,West Village,Flatiron,Credit Card,3.0,1.26,7.56
1610646563,1610647163,1,1.78,Midtown East,Yorkville West,Credit Card,9.0,1.0,14.3
1611502535,1611502760,4,0.75,Morningside Heights,Manhattanville,Credit Card,5.0,1.74,7.54
1611396315,1611396719,5,0.89,Upper East Side North,Yorkville West,Credit Card,6.5,0.88,10.68
1611582821,1611583163,2,1.21,Penn Station/Madison Sq West,East Chelsea,Cash,6.0,0.0,9.3
1611915463,1611916429,1,3.22,Greenwich Village North,Sutton Place/Turtle Bay North,Credit Card,13.5,1.0,17.8
1610527011,1610527982,1,2.27,Upper West Side North,Yorkville West,Credit Card,12.5,1.0,16.8
1610711088,1610711442,1,1.25,Clinton East,Midtown North,Cash,6.5,0.0,9.8
1609920230,1609921296,0,3.1,Penn Station/Madison Sq West,Lenox Hill West,Credit Card,14.0,5.15,22.45
1610203488,1610204233,1,1.44,West Village,Lower East Side,Credit Card,9.0,2.46,14.76
1611428591,1611428764,1,1.05,Lincoln Square West,Upper West Side North,Credit Card,5.0,2.08,10.38
1611341580,1611341823,1,1.47,Penn Station/Madison Sq West,West Village,Credit Card,6.0,1.0,11.3
1610875465,1610876693,1,6.1,East Village,Steinway,Credit Card,21.0,4.0,28.3
1610960688,1610961152,1,2.3,Central Park,Midtown Center,Credit Card,9.0,0.0,12.3
